證券代碼,年月,每股盈餘,ROE(A)－稅後,ROA(A)稅後息前,負債比率,營業毛利率,營業利益率,稅前淨利率,稅後淨利率
2611 志信,201609,0.01,-0.68,0.02,39.42,29.78,-3.78,-2.05,-2.01
2612 中航,201609,0.55,1.26,1.1,53.78,26.78,16.09,8.12,5.44
2613 中櫃,201609,0.34,1.09,0.84,56.27,8.94,4.18,1.59,1.53
2614 東森,201609,0.7,6.73,4.85,43.27,35.33,2.12,4.93,4.48
2615 萬海,201609,0.16,1.03,0.87,55.96,9.3,2.37,1.21,0.83
2616 山隆,201609,2.36,9.07,5.03,45.09,9.59,2.31,2.88,2.39
2617 台航,201609,-0.03,-0.15,0.03,26.82,2.19,-1.86,-0.21,-0.82
2618 長榮航,201609,1.15,8.86,3.14,69.83,14.79,7.03,5.7,4.73
2630 亞航,201609,1.98,15.15,9.3,40.23,18.83,12.08,12.36,10.2
2633 台灣高鐵,201609,0.56,5.22,1.73,87.13,36.38,34.11,12.5,10.4
2634 漢翔,201609,1.66,12.91,5.14,64.21,15.1,10.99,9.15,7.35
2636 台驊控股,201609,0.89,3.87,2.41,48.69,18.99,2.02,2.42,1.38
2637 慧洋-KY,201609,1.69,3.33,1.89,72.96,16.64,15.17,10.87,10.85
2642 宅配通,201609,0.8,4.67,3.53,23.12,17.87,3.15,4.67,3.86
2701 萬企,201609,0.74,4.55,3.95,13.68,50.54,43.07,126.91,106.95
2702 華園,201609,0.54,4.41,2.04,76.4,77.04,14.28,9.93,5.11
2704 國賓,201609,0.91,3.38,2.69,23.9,37.71,9.83,14.1,11.78
2705 六福,201609,-0.87,-6.2,-2.28,55.64,23.3,-10.64,-12.58,-12.58
2706 第一店,201609,0.95,5.47,4.77,13.25,74,64.8,205.2,171.54
2707 晶華,201609,5.12,17.63,9.01,52.37,33.49,17.93,15.97,13.1
2712 遠雄來,201609,0.58,4.68,3.95,16.28,39.72,17.13,17.81,14.8
2722 夏都,201609,1.3,8.09,7.11,12.16,57.12,27.53,27.94,22.71
2723 美食-KY,201609,8.35,15.84,10.22,34.68,57.89,10.16,10.32,7.62
2727 王品,201609,3.69,9.6,4.88,46.88,49.52,5.79,5.14,3.59
2731 雄獅,201609,3.37,10.53,4.46,59.17,12.1,1.02,1.74,1.38
2739 寒舍,201609,1.58,10.33,5.32,42.88,39.38,5.93,6.63,5.44
2748 雲品,201609,2.3,17.46,7.65,58.15,33.3,18.47,17.62,14.48
2801 彰銀,201609,1.04,7.02,0.48,93,,,47.08,40.14
2809 京城銀,201609,3.12,11.71,1.5,86.33,,,72.18,61.62
2812 台中銀,201609,0.78,6.24,0.43,93.15,,,38.35,32.7
2816 旺旺保,201609,0.69,4.03,0.96,76.54,29.36,2.6,3.13,3.09
2820 華票,201609,0.99,5.86,0.64,88.92,,,88.69,72.7
2832 台產,201609,1.07,5.05,2.26,55.5,36.58,14.07,14.01,11.36
2834 臺企銀,201609,0.67,5.74,0.27,95.17,,,30.45,25.29
2836 高雄銀,201609,0.6,4.04,0.19,95.12,,,21.06,19.29
2838 聯邦銀,201609,0.77,5.7,0.39,93.12,,,29.28,23.2
2845 遠東銀,201609,0.79,6.2,0.45,92.72,,,36.66,31.04
2849 安泰銀,201609,0.41,2.26,0.22,90.04,,,22.7,14.33
2850 新產,201609,3.03,11.33,3.2,72.82,30.51,10.63,10.91,9.91
2851 中再保,201609,1.11,6.66,1.87,72.07,9.67,7.33,7.33,6.16
2852 第一保,201609,1.15,6.79,2.41,63.95,31.29,9.9,9.9,8.37
2855 統一證,201609,0.78,4.56,1.48,74.16,85.72,21.91,28.75,26.47
2867 三商壽,201609,2.48,13.83,0.47,96.42,6.23,3.29,3.26,3.19
2880 華南金,201609,1,6.78,0.43,93.79,,,37.4,33.08
2881 富邦金,201609,3.94,9.53,0.66,92.39,,,13.29,11.91
2882 國泰金,201609,3.08,8.18,0.51,93.72,,,11.46,9.58
2883 凱基金,201609,0.3,2.7,0.51,81.92,,,25.4,22.33
2884 玉山金,201609,1.22,8.59,0.59,93.06,,,41.62,35.14
2885 元大金,201609,0.9,5.31,0.61,89.37,,,22.84,19.26
2886 兆豐金,201609,1.3,6.03,0.53,91.16,,,54.01,42.68
2887 台新金,201609,0.98,7.88,0.64,91.88,,,40.34,35.58
2888 新光金,201609,0.15,1.61,0.07,95.66,,,1.53,1.15
2889 國票金,201609,0.67,5.51,0.76,85.59,,,53.11,44.41
2890 永豐金,201609,0.65,5.27,0.43,91.81,,,34.16,29.64
2891 中信金,201609,1.29,8.24,0.49,94.04,,,12.06,9.9
2892 第一金,201609,1.12,7.1,0.53,92.5,,,46.51,39.7
2897 王道銀行,201609,0.6,4.96,0.47,90.67,,,48.07,40.81
2901 欣欣,201609,0.38,3.21,2.8,12.25,87.42,23.98,29.13,24.2
2903 遠百,201609,0.43,1.86,0.91,64.11,50.52,5.19,3.51,2.19
2904 匯僑,201609,1.2,8.78,8.01,11.39,40.92,28.18,26.06,21.71
2905 三商,201609,3.3,14.02,0.5,96.29,18.21,12.26,2.93,2.74
2906 高林,201609,0.05,1.25,0.92,37.28,22.11,3.11,2.01,1.1
2908 特力,201609,1.13,7.76,2.78,71.98,31.8,2.67,2.92,2.13
2910 統領,201609,0.21,1.66,1,59.89,63.11,11.74,12.3,8.2
2911 麗嬰房,201609,-0.79,-4.9,-1.52,59.17,46.52,-4.15,-3.58,-2.53
2912 統一超,201609,7.56,28.33,10.03,64.45,32.8,4.98,6.53,5.46
2913 農林,201609,0.45,2.16,1.54,34.36,48.08,5.1,67.49,67.67
2915 潤泰全,201609,5.5,17.42,10.62,40.11,46.48,30.76,91.04,89.36
2923 鼎固-KY,201609,0.91,2.92,1.81,53.27,61.02,83.46,69.68,33.46
2929 淘帝-KY,201609,9.31,15.22,9.46,39.77,38.88,18.98,19.44,13.89
2939 永邑-KY,201609,8.28,46.73,35.14,28.84,29.51,19.4,18.71,14.96
3002 歐格,201609,0.45,3.51,2.79,20.53,35.02,8.47,17.6,14.91
3003 健和興,201609,1.63,6.24,4.81,25.03,35.21,17.96,16.37,11.62
3004 豐達科,201609,3.02,11.81,6.64,46.18,32.51,17.76,16.22,12.96
3005 神基,201609,1.99,8.64,5.57,36.71,27.07,10.61,11.13,8.75
3006 晶豪科,201609,1.41,5.55,4.24,24.79,15.18,2.86,7.1,5.66
3008 大立光,201609,106.41,21.76,16.86,20.48,65.37,56.2,56.12,43.74
3010 華立,201609,3.46,8.27,3.66,57.99,9.56,3.58,4.16,3.03
3011 今皓,201609,-0.2,-1.67,-0.9,34.51,10.14,-1.13,-0.39,-1.54
3013 晟銘電,201609,0.52,5.58,3.68,37.69,12.79,5.06,5.01,4.39
3014 聯陽,201609,1.94,7.95,6.42,18.9,50.12,15.01,14.87,12.43
3015 全漢,201609,1.05,2.4,1.45,39.95,11.97,1.14,2.41,1.8
3016 嘉晶,201609,0.08,0.92,0.72,22.14,9.33,1.14,1.22,0.89
3017 奇鋐,201609,1.73,7.51,2.66,68.69,13.45,5.25,4.48,3.33
3018 隆銘綠能,201609,0,0.04,0.41,59.86,5.15,0.7,0.08,0.02
3019 亞光,201609,1.06,5.35,4,27.06,18.9,6.4,6.91,6.1
3021 鴻名,201609,0.79,6.97,4.32,41.39,23.95,6.87,7.25,5.82
3022 威強電,201609,2.89,12.68,8.48,31.88,34.05,16.54,23.39,18.62
3023 信邦,201609,4.06,16.33,8.48,48.71,24.33,11.75,12.6,9.15
3024 憶聲,201609,-0.24,-3.19,-0.89,58.08,15.44,-7.32,-2.53,-2.48
3025 星通,201609,0.25,2.32,1.93,18.86,51.32,6.01,5.53,4.73
3026 禾伸堂,201609,1.8,3.18,2.34,30.88,14.63,3.46,3.87,2.9
3027 盛達,201609,0.51,3.13,2.14,40.84,31.43,2.04,8.07,5.31
3028 增你強,201609,1.03,4.52,2.03,62.46,5.85,1.45,1.63,1.33
3029 零壹,201609,1.3,8.18,4.94,38.89,9.63,4.34,4.41,3.65
3030 德律,201609,1.5,6.62,5.7,12.94,55.01,19.3,17.79,14.52
3031 佰鴻,201609,0.67,3.87,3.04,21.28,18.31,2.75,7.86,6.87
3032 偉訓,201609,2.62,11.66,5.41,59.15,17.95,6.89,8.64,6.73
3033 威健,201609,1.05,6.03,2.34,71.41,5.63,1.43,1.16,0.96
3034 聯詠,201609,6.16,13.57,9.57,28.82,28.41,12.52,12.57,10.89
3035 智原,201609,1.02,5.03,3.82,21.42,43.77,6.88,6.18,5.09
3036 文曄,201609,3.19,8.89,3.33,70.81,5.08,2.12,1.87,1.52
3037 欣興,201609,-0.48,-1.45,-0.33,53.19,8.53,-0.36,-1.18,-1.46
3038 全台,201609,0.7,6.22,3.72,43.62,20.45,7.19,6.38,5.19
3040 遠見,201609,2.24,9.01,8.23,8.63,64.38,32.85,99.34,84.61
3041 揚智,201609,-0.68,-3.74,-3.19,13.55,36.92,-11.45,-9.45,-7.86
3042 晶技,201609,2.29,6.86,4.84,31.31,26.51,11.59,11.7,10.09
3043 科風,201609,-0.55,-235.54,-8.06,99.79,10.93,-13.88,-13.78,-13.82
3044 健鼎,201609,4.45,8.05,3.94,53.53,17.17,7.5,9.14,7.26
3045 台灣大,201609,4.36,19.29,8.29,58.68,33.19,17.81,17.25,14.32
3046 建碁,201609,-1.96,-28.55,-13.12,55.63,26.53,-23.02,-21.15,-25.98
3047 訊舟,201609,0.3,2.09,1.33,60.82,27.87,1.27,1.88,1.39
3048 益登,201609,1.03,7.09,2.47,84.72,2.97,0.94,0.52,0.43
3049 精金,201609,-1.15,-11.68,-5.08,52.51,-20.66,-28.59,-46.58,-46.65
3050 鈺德,201609,0.62,4.16,3.26,25.46,36.1,13.15,14.27,13.2
3051 力特,201609,-1.18,-20.99,-2.71,83.95,14.71,2.59,-11.76,-19.02
3052 夆典,201609,0.06,0.57,0.46,65.2,6.67,1.02,0.71,1.02
3054 立萬利,201609,0.54,5.13,3.84,28.16,9.18,-18.3,37.5,36.71
3055 蔚華科,201609,0.76,3.31,2.26,34.28,22.17,6,6.28,3.54
3056 富華新,201609,4.42,22.06,10.72,42.51,30.1,22.82,22.9,22.65
3057 喬鼎,201609,-1.06,-7.92,-5.61,29.81,40.84,-7.21,-8.24,-8.85
3058 立德,201609,0.47,2.92,1.67,47.97,15.31,1.33,2.28,2.07
3059 華晶科,201609,-0.13,-0.12,0.03,39.83,12.74,-0.76,0.12,-0.14
3060 銘異,201609,0.8,2.85,1.86,37.97,11.2,2.67,2.69,2.34
3062 建漢,201609,0.71,4.08,2.68,34.86,9.44,3.2,3.75,2.97
3090 日電貿,201609,1.68,9.64,4.42,58.96,14.21,5.36,5.42,4.38
3092 鴻碩,201609,2.84,14.21,6.97,52.95,28,12.94,12.78,8.62
3094 聯傑,201609,0.59,3.99,3.75,5.2,69.66,20.01,23.89,20.76
3130 一零四,201609,10.69,21.25,13.74,30.64,90.88,26.67,29.29,32.01
3149 正達,201609,-1.02,-11.41,-0.4,77.79,-50.83,-72.64,-10.31,-10.35
3164 景岳,201609,-0.21,-1.24,-1.14,8.04,57.3,-1.68,-1.61,-4.43
3167 大量,201609,1.51,8.11,4.26,55.21,28.52,11.51,10.99,8.73
3189 景碩,201609,3.92,5.33,4,26.16,25.06,11.52,11.47,9.37
3209 全科,201609,1.5,9.95,3.09,78.67,4.49,1.31,1.25,1.01
3229 晟鈦,201609,-1.38,-19.27,-13.29,31.46,15.17,-8.55,-51.22,-51.37
3231 緯創,201609,0.61,2.27,0.93,77.83,5.03,0.84,0.51,0.34
3257 虹冠電,201609,1.62,6.74,6.11,8.62,49.8,17.49,17.24,16.76
3266 昇陽,201609,-0.23,-2.64,-1.19,39.11,7.93,-7.92,-14.31,-14.62
3296 勝德,201609,0.39,2.34,1.63,31.34,18.24,2.23,2.29,2.01
3305 昇貿,201609,1.85,5.46,3.64,37.46,17.74,8.79,8.86,6.14
3308 聯德,201609,-0.13,-1.17,-0.11,56.69,13.45,-6.12,1.03,-1.58
3311 閎暉,201609,-0.48,-2.22,-1.14,37.84,10.37,-7.28,-6.44,-5.07
3312 弘憶股,201609,0.5,3.96,1.71,57.02,6.48,1.47,1.14,0.88
3321 同泰,201609,-2.41,-14.5,-6.19,64.02,6.21,-10.46,-11.67,-11.69
3338 泰碩,201609,1.61,10.48,4.83,55.54,24.12,6.51,6.22,5.36
3346 麗清,201609,1.85,11.24,4.46,67.91,18.55,5.77,5.42,4.71
3356 奇偶,201609,1.41,5.26,3.88,37.63,46.95,14.3,9.07,6.81
3376 新日興,201609,3.42,5.31,3.74,31.97,28.32,18.01,16.18,10.7
3380 明泰,201609,1.12,5.77,3.47,40.4,14.74,3.11,3.73,2.91
3406 玉晶光,201609,-4.73,-7.46,-3,46.73,18.93,-5.96,-11.29,-9.83
3413 京鼎,201609,5.84,17.11,8.49,50.37,14.27,8.68,9.13,7.12
3416 融程電,201609,2.37,8.83,7.62,13.55,39.41,17.33,16.87,14.47
3419 譁裕,201609,0.18,1.26,1,34.12,22.09,-2.4,1.84,1.59
3432 台端,201609,-0.08,-0.36,-0.08,25.48,32.23,-8.83,-2.38,-1.55
3437 榮創,201609,0.24,1,0.61,41.27,12.46,1.47,1.3,0.78
3443 創意,201609,2.95,11.23,7.13,38.23,27.35,7.06,7.07,6.06
3450 聯鈞,201609,8.07,23.64,15.47,31.9,30.36,22.86,22.63,17.54
3454 晶睿,201609,4.56,12.67,9.39,26.74,42.45,12.32,11.36,9.51
3481 群創,201609,-0.9,-4.02,-2.25,39.32,3.18,-3.84,-3.98,-4.55
3494 誠研,201609,-0.46,-2.55,-1.36,36.55,25.29,-3.33,-5.14,-5.29
3501 維熹,201609,4.09,8.75,6.74,24.6,31.81,17.61,16.68,12.9
3504 揚明光,201609,-1.51,-4.58,-3.09,33.83,22.29,-4.95,-4.63,-5.94
3515 華擎,201609,1.31,2.2,1.58,28.41,20.35,3.55,3.27,2.4
3518 柏騰,201609,-3.37,-9.82,-7.81,19.67,17.62,-31.79,-40.47,-44.4
3528 安馳,201609,2.13,10.5,6.09,41.83,13.94,5.9,6.77,5.54
3532 台勝科,201609,0.66,2.56,2.35,7.19,12.02,8.24,8.22,6.39
3533 嘉澤,201609,3.94,4.49,3.31,27.92,31.08,7.03,8.24,5.52
3535 晶彩科,201609,-1.03,-9.04,-3.32,63.93,21.13,-1.66,-9.68,-9.68
3545 敦泰,201609,0.22,0.57,0.5,19.67,19.69,1.15,1,0.78
3550 聯穎,201609,0.75,3.01,2.04,40.26,22.07,6.02,4.77,2.68
3557 嘉威,201609,-0.88,-10.77,-6.48,35.37,0.2,-16.8,-21.05,-21.05
3563 牧德,201609,3.11,13.01,10.41,22.91,62.88,33.78,31.36,24.15
3576 聯合再生,201609,-2.83,-13.33,-6.45,46.24,-6.89,-19.57,-20.14,-20.22
3583 辛耘,201609,2.7,10.95,6.36,39.46,32.56,9.44,10.38,8.37
3588 通嘉,201609,1.61,6,4.91,20.92,35.55,11.64,10.75,7.98
3591 艾笛森,201609,-0.53,-2.09,-1.49,25.08,12.6,0.59,-2.35,-2.87
3593 力銘,201609,-0.59,-8.2,-3.56,55.51,10.55,-8.66,-11.51,-12.36
3596 智易,201609,5.93,13.12,8.06,39.52,16.42,7.98,7.32,6.04
3605 宏致,201609,0.77,2.35,1.52,39.94,23.65,2.58,3.85,2.61
3607 谷崧,201609,-2.41,-4.55,-2.57,42.53,7.04,-5.17,-8.14,-6.87
3617 碩天,201609,6.23,13.35,9.46,30.25,45.96,13.53,12.04,9.96
3622 洋華,201609,-0.87,-2.96,-2.47,15.84,10.1,-8.33,-7.15,-10.84
3645 達邁,201609,1.07,6.19,4.05,38.97,27.34,14.67,12.5,9.84
3652 精聯,201609,0.47,1.97,1.3,37.98,34.53,1.56,1.91,1.48
3653 健策,201609,1.41,3.44,2.82,21.82,24.78,8.24,7.24,5.88
3661 世芯-KY,201609,-4.22,-9.82,-7.54,15.41,11.07,-8.83,-8.93,-9.7
3665 貿聯-KY,201609,6.4,13.18,7.89,46.09,28.84,11.26,11.31,9.34
3669 圓展,201609,1.12,4.33,3.73,15.66,51.42,8.7,9.18,7.2
3673 TPK-KY,201609,-5.13,-6.04,-1.11,68.51,2.97,-2.83,-2.73,-2.8
3679 新至陞,201609,5.24,8.82,5.7,37.89,26.11,14.47,16.23,13.71
3686 達能,201609,-1.07,-8.89,-8.26,4.52,-26.45,-31.55,-31.62,-31.32
3694 海華,201609,0.48,3.97,2,51.14,14.83,2.42,1.33,1.31
3701 大眾控,201609,0.28,5.18,1.95,66.74,13.94,0.48,2.87,2
3702 大聯大,201609,2.99,10.43,3.33,73.29,4.23,1.77,1.56,1.26
3703 欣陸,201609,-0.18,-0.83,-0.15,62.84,3.14,-2.28,-0.23,-1.11
3704 合勤控,201609,0.3,1.59,0.99,45.16,23.69,2.93,1.69,0.8
3705 永信,201609,2.08,8.67,5.71,40.22,42.69,8.91,13.88,11.52
3706 神達,201609,2,4.74,3.3,35.09,12.32,1.41,5.15,4.73
3708 上緯投控,201609,0.03,0.09,0.08,53.94,24.69,-0.74,1.31,0.99
4104 佳醫,201609,2.47,4.61,2.52,49.64,19.51,6.28,9.89,8.19
4106 雃博,201609,1.28,6.64,4.52,36.04,45.11,8.92,9.69,7.31
4108 懷特,201609,-0.84,-7.04,-6.83,4.25,51.09,-1143.14,-1008.45,-1032
4119 旭富,201609,4.93,13.2,11.15,11.67,42.96,29.49,28.29,23.28
4133 亞諾法,201609,0.62,3.11,2.91,6.29,46.89,10.57,10.54,10.76
4137 麗豐-KY,201609,7.64,16.28,10.99,33.34,80.44,31.93,32.43,23.87
4142 國光生,201609,-1.63,-11.77,-7.09,41.53,-34.45,-128.02,-131.97,-131.97
4148 全宇生技-KY,201609,3.38,15.94,10.93,33.29,31.58,14.89,14.95,14.42
4155 訊映,201609,1.04,7.28,4.79,38.19,25.74,14.32,14.84,9.29
4164 承業醫,201609,0.25,0.7,0.81,49.22,25.88,9.75,5.53,2.59
4190 佐登-KY,201609,3.22,12.89,5.51,60.2,68.92,18.51,19.73,14.86
4306 炎洲,201609,-0.01,-0.51,0.57,70.51,12.76,3.11,0.48,-0.4
4414 如興,201609,-1.09,-12.53,-4.27,53.93,7.29,-5.37,-7.32,-7.44
4426 利勤,201609,4.94,24.78,16.1,36.93,49.78,37.78,36.21,28.91
4438 廣越,201609,7.48,14.77,9.12,45.56,18.93,11.06,11.86,9.3
4526 東台,201609,0.03,-0.24,0.14,60.67,22.16,1.55,0.24,-0.23
4532 瑞智,201609,2.33,12.06,5.8,54.73,22.45,12.7,12.5,8.81
4536 拓凱,201609,5.82,11.54,7.18,43.05,27.98,9.05,15.05,12.39
4545 銘鈺,201609,1.81,8,4.9,35.71,27.15,10.77,10.61,7.21
4551 智伸科,201609,3.9,12.3,7.02,45.26,28.78,19.93,17.59,12.31
4552 力達-KY,201609,7.98,18.76,14.39,22.09,24.27,17.71,18.15,12.07
4555 氣立,201609,1.92,4.74,3.87,17.57,43.34,18.9,16.36,13.25
4557 永新-KY,201609,4.89,13.09,9.99,24.99,36.79,19.86,20.79,15.83
4560 強信-KY,201609,2.23,12.21,7.6,33.23,41.78,23.21,22.36,14.89
4562 穎漢,201609,1.44,10.92,5.13,56.58,40.43,14.65,12.63,9.31
4566 時碩工業,201609,1.45,7.21,3.36,58.71,24.89,10.47,6.63,4.15
4720 德淵,201609,0.64,4.69,2.69,48.28,21.44,3.49,3.84,2.67
4722 國精化,201609,2.87,12.58,8.4,31,19.01,9.85,9.56,7.73
4736 泰博,201609,5.02,12.85,8.47,36.68,47.08,20.15,19.1,16.19
4737 華廣,201609,1.69,4.23,2.71,42.78,43.31,12.63,10.53,8.81
4739 康普,201609,2.76,8.9,4.64,52.49,8.58,3.32,8.51,7.11
4746 台耀,201609,3.95,9.39,5.59,41.6,39.77,21.28,18.36,14.38
4755 三福化,201609,2.5,8.56,6.32,25.7,18.06,10.28,9.79,7.76
4763 材料-KY,201609,4.25,14.63,11.99,8.11,27.81,17.25,18.47,16.46
4764 雙鍵,201609,3.37,15.63,7.98,44.17,22.1,10.63,10.49,7.08
4807 日成-KY,201609,4.46,25.26,14.01,48.93,31.16,16.01,15.54,10.98
4904 遠傳,201609,2.83,13,6.85,50.62,41.39,17.14,15.9,13.16
4906 正文,201609,1.4,4.94,2.97,42.72,15.44,2.18,4.5,3.83
4912 聯德控股-KY,201609,1.37,4.78,2.73,51.44,24.14,10.43,9.99,3.39
4915 致伸,201609,3.21,10.8,3.57,68.03,11.03,3.55,4.26,3.33
4916 事欣科,201609,1.69,10.98,5.83,58.38,20.8,7.97,7.5,6.75
4919 新唐,201609,2.33,15.07,8.87,41.27,41.17,7.62,9.2,7.76
4927 泰鼎-KY,201609,2.74,8.27,3.69,63.27,16.12,6.58,6.21,5.18
4930 燦星網,201609,0.47,1.76,1.03,46.26,16.73,0.21,1.88,1.24
4934 太極,201609,-0.29,-1.82,-1,24.81,3.5,-1.16,-1.9,-1.67
4935 茂林-KY,201609,5.19,10.87,7.43,31.88,28.09,15.55,15.64,14.7
4938 和碩,201609,5.22,8.42,3.34,64.21,5.76,2.93,2.52,1.94
4942 嘉彰,201609,2.04,4.1,3.02,24.88,18.68,5.75,7.69,6.32
4943 康控-KY,201609,1,5.83,2.83,63.2,25.02,8.38,7.16,4.88
4952 凌通,201609,3.18,16.33,12.05,26.58,37.61,15.37,15.61,13.36
4956 光鋐,201609,-0.08,-0.43,0.01,33.27,20.23,4.45,-0.45,-0.9
4958 臻鼎-KY,201609,2.55,5.11,2.57,56.38,15.41,4.85,5.02,3.86
4960 誠美材,201609,-2.52,-9.99,-7.25,26.63,-6.22,-13.76,-16.86,-17.04
4968 立積,201609,1.83,11.8,8.11,33.8,34.13,9.13,7.27,6.43
4976 佳凌,201609,-0.27,-2.03,-0.95,38.97,11.75,-2.27,-3.33,-2.63
4977 眾達-KY,201609,4.06,15.79,12.64,22.85,28.43,14.77,16.07,16.32
4989 榮科,201609,1.08,12.34,8.08,34.36,11.52,8.66,7.06,7.07
4994 傳奇,201609,-0.86,-5.74,-4.83,14.49,91.63,-10.37,-8.25,-13.35
4999 鑫禾,201609,3.84,10.07,7.83,24.33,35.31,23.3,22.2,16.22
5007 三星,201609,2.81,15.38,11.28,25.51,26.35,19.83,20.16,16.37
5203 訊連,201609,1.91,4.15,3.15,23.03,86.36,39.57,20.75,13.51
5215 科嘉-KY,201609,0.81,2.24,1.73,27.51,19.89,5.11,5.99,3.75
5225 東科-KY,201609,1.56,6.01,2.31,69.55,14.84,1.57,2.81,1.99
5234 達興材料,201609,2.55,11.99,7.52,36.64,25.54,10.01,10.01,8.88
5243 乙盛-KY,201609,1.6,4.33,2.64,43.57,13.53,4.03,4.13,3.42
5258 虹堡,201609,3.85,23.43,12.09,45.74,28.18,14.59,13.52,10.87
5269 祥碩,201609,4.04,16.49,13.37,20.52,47.59,19.49,18.38,16.13
5284 jpp-KY,201609,3.01,8.88,7.07,21.89,31.52,15.55,15.09,12.81
5285 界霖,201609,1.25,6,3.83,44.5,18.31,7.7,7.22,5.69
5288 豐祥-KY,201609,5.08,13.52,10.55,21.28,18.28,12.62,14.32,10.55
5306 桂盟,201609,4.98,14.85,7.96,53.62,44.66,27.94,26.41,20.48
5388 中磊,201609,4.32,15.28,4.94,69.05,14.4,4.7,4.7,3.8
5434 崇越,201609,5.37,14.79,7.66,50.85,12.55,5.96,6.68,5.2
5469 瀚宇博,201609,1.34,3.91,1.93,62.16,12.58,2.91,3.52,2.65
5471 松翰,201609,1.27,7.02,5.83,17.36,41.13,10.09,11.15,8.89
5484 慧友,201609,0.28,3.23,2.38,26.65,32.83,3.73,5.11,3.52
5515 建國,201609,0.08,0.5,0.49,44.13,6.89,0.14,1.11,0.66
5519 隆大,201609,0.93,5.83,2.33,60.83,23.12,13.3,15.95,12.76
5521 工信,201609,0.16,1.29,0.87,50.08,5.97,2.84,2.14,1.63
5522 遠雄,201609,5.29,10.05,4.92,51.18,28.98,20.01,25.04,19.71
5525 順天,201609,0.2,1.13,0.66,57.29,25.57,8.52,9.04,6.69
5531 鄉林,201609,-0.09,-1.43,0.3,72.15,28.55,8.45,-3.94,-4.21
5533 皇鼎,201609,0.72,2.85,1.7,51.35,33.9,20.06,17.3,14.02
5534 長虹,201609,7.96,20.9,8.13,56.65,28.12,25.21,50.77,49.12
5538 東明-KY,201609,1.63,7.92,5.7,31.5,16.89,8.44,7.91,6.2
5607 遠雄港,201609,0.88,4.62,3.06,41.7,47.73,21.74,18.81,18.8
5608 四維航,201609,-1.87,-9.01,-1.78,73.74,-16.92,-24.15,-30.78,-30.74
5706 鳳凰,201609,2.26,12.62,8.35,36.73,13.5,5.69,7.2,6.06
5871 中租-KY,201609,4.78,14.28,2.08,85.75,62.01,23.12,27.22,20.41
5876 上海商銀,201609,2.12,7.46,0.87,88.28,,,65.72,56.26
5880 合庫金,201609,0.89,5.57,0.33,93.98,,,38.52,33.73
5906 台南-KY,201609,-2.92,-20.67,-9.48,50.7,55.81,-15.73,-14.86,-14.42
5907 大洋-KY,201609,0.01,0,0.33,54.86,81.93,10.73,5.54,0.01
6005 群益證,201609,0.45,3.76,1.35,70.23,79.5,17.57,28.61,24.3
6024 群益期,201609,3.19,13,1.7,88.28,52.81,18.76,27.1,23.03
6108 競國,201609,2.08,9.31,3.77,65.8,15.63,6.35,7.2,5.18
6112 邁達特,201609,1.85,9.41,3.72,64.9,8.88,3.19,3.35,2.72
6115 鎰勝,201609,2.83,9.9,6.34,39.15,25.08,15.57,15.68,9.88
6116 彩晶,201609,0.23,2.21,1.93,16.72,17.92,7.63,4.98,4.99
6117 迎廣,201609,-0.96,-5.85,-2.77,50.69,19.65,-5.52,-6.31,-5.57
6120 達運,201609,0.21,1.12,0.6,54.27,5.58,0.24,1.02,0.59
6128 上福,201609,3.13,15.94,8.19,51.85,48.58,25.4,23.81,19.33
6133 金橋,201609,0.03,0.2,0.17,14.98,21.43,1.9,0.63,0.39
6136 富爾特,201609,2.06,8.18,7.84,4.11,31.32,-2.7,42.67,41.95
6139 亞翔,201609,2.09,7.08,3.17,57.42,9.31,6.07,6.06,3.68
6141 柏承,201609,-1.15,-8.28,-2.84,59.58,9.91,-2.42,-4.37,-6.53
6142 友勁,201609,0.57,4.86,2.79,33.83,12.59,-5.93,7.14,5.63
6152 百一,201609,-0.49,-3.5,-0.92,67.03,12.58,-1.54,-1.08,-1.24
6153 嘉聯益,201609,-0.12,-0.47,-0.11,45.28,11.82,-0.05,0.12,-0.39
6155 鈞寶,201609,0.54,3.26,2.31,33.01,27.45,9.88,11.17,9.86
6164 華興,201609,1.06,7.91,5.31,35.67,27.03,4.22,12.99,10.72
6165 浪凡,201609,-0.48,-5.17,-4.9,4.85,14.28,-23.89,-22.16,-25.58
6166 凌華,201609,0.92,4.77,2.72,42.88,43.4,4.36,3.59,2.97
6168 宏齊,201609,-0.94,-7.75,-4.5,38.95,10.33,-7.67,-9.37,-9.38
6176 瑞儀,201609,4.47,8.93,4.41,50.91,12.58,6.09,8.18,6.48
6177 達麗,201609,1.6,8.81,2.7,75.08,29.69,16.69,16.06,15.16
6183 關貿,201609,1.07,8.04,6.27,19.68,43.35,20.58,21.13,17.74
6184 大豐電,201609,-1.13,-4.84,-2.18,47.14,18.74,-14.5,-17.2,-18.86
6189 豐藝,201609,1.67,9.12,4.25,57.72,7.95,3.39,2.82,2.29
6191 精成科,201609,0.61,2.92,1.72,54.15,10.82,2.25,2.43,1.92
6192 巨路,201609,3.04,8.68,5.55,36.17,28.18,12.25,12.72,10.28
6196 帆宣,201609,2.03,7.31,2.87,66.2,11.71,3.52,3.32,2.44
6197 佳必琪,201609,1.59,7.61,5.56,28,19.43,6.92,8.62,7.34
