證券代碼,年月,每股盈餘,ROE(A)－稅後,ROA(A)稅後息前,負債比率,營業毛利率,營業利益率,稅前淨利率,稅後淨利率
8499 鼎炫-KY,202112,14.14,23.31,16.75,28.66,52.1,38.28,39.48,29.95
8926 台汽電,202112,1.52,7.49,4.08,50.2,12.12,6.87,16.02,14.13
8940 新天地,202112,-1.74,-16.81,-6.42,62.78,41.9,-21.24,-22.85,-17.86
8996 高力,202112,1.67,7.84,4.57,44.76,26.6,10.32,8.76,6.68
9103 美德醫療-DR,202112,0.88,8.51,7.35,12.83,29.16,11.11,11.74,11.45
910322 康師傅-DR,202112,2.93,18.51,7.45,62.84,30.46,5.89,7.84,5.92
9105 泰金寶-DR,202112,0.05,2.08,1.16,77.74,5.14,1.01,0.63,0.29
910861 神州-DR,202112,0.99,5.37,2.97,52,18.25,3.78,3.75,3.35
9110 越南控-DR,202112,-0.17,-9.97,-4.29,53.75,6.3,-7.56,-5.99,-5.99
911608 明輝-DR,202112,0.34,8.32,5.59,36.8,41,9.5,10.1,9.46
911622 泰聚亨-DR,202112,0.52,8.31,5.64,37.08,12.13,8.24,4.25,4.16
911868 同方友友-DR,202112,-0.56,-3.31,-2.4,17.49,27.25,-6.2,-3.88,-31.33
912000 晨訊科-DR,202112,-0.38,-11.45,-8.5,26.67,2.97,-40.84,-33.46,-33.88
9136 巨騰-DR,202112,0.68,0.67,0.63,50.44,10.75,2.06,1.77,0.51
9802 鈺齊-KY,202112,6.39,13.49,7.57,48.62,18.04,9.46,8.94,7.62
9902 台火,202112,1.15,8.87,8.21,5.76,4.48,-5.31,28.1,26.69
9904 寶成,202112,4.9,8.12,4.92,43.44,24.27,1.03,7.15,6.92
9905 大華,202112,1.97,7.73,5.64,27.95,14.71,8.12,8.91,6.82
9906 欣巴巴,202112,3.14,31.06,2.82,91.57,32.83,19.87,17.44,18.5
9907 統一實,202112,1.17,8.78,5.37,44.66,13.02,5.62,5.73,4.29
9908 大台北,202112,1.75,7.14,5.13,27.98,26.14,17.78,33.44,29.25
9910 豐泰,202112,5.15,26.32,11.64,57.66,22.6,9.06,9.85,7.34
9911 櫻花,202112,4.62,19.23,12.8,34.27,35.52,15.33,16.52,13.32
9912 偉聯,202112,0.37,4.34,2.85,44.96,34.1,2.2,4.12,2.89
9914 美利達,202112,15.55,27.09,14.81,47.7,13.91,5.41,21.11,16.29
9917 中保科,202112,5.73,21.75,11.21,48.97,35.62,18.86,21.83,18.24
9918 欣天然,202112,1.92,11.03,6.5,41.27,27.62,14.57,22.23,19.08
9919 康那香,202112,0.5,3.42,1.87,61.6,19.89,3.83,3.98,2.45
9921 巨大,202112,15.81,22.28,9.28,61.59,24.15,10.64,10.67,7.71
9924 福興,202112,3.54,11.16,7.61,30.72,17.43,7.88,8.4,6.96
9925 新保,202112,2.5,9.06,6.05,34.24,35.08,12.94,16.38,13.72
9926 新海,202112,2.5,13.04,6.28,51.48,28.97,21.83,25.53,20.94
9927 泰銘,202112,4,14.08,11.94,13.39,14.66,12.03,11.81,8.91
9928 中視,202112,-0.46,-6.47,-0.17,88.14,7.97,-12.19,-3.25,-3.43
9929 秋雨,202112,0.05,0.11,0.7,46.22,14.98,3.44,0.48,0.2
9930 中聯資源,202112,2.86,12.52,5.79,54.41,12.63,8.29,8.34,6.72
9931 欣高,202112,2.15,10.36,4.86,52.81,19.47,13.91,24.37,20.34
9933 中鼎,202112,2.15,12.14,3.32,76.48,5.67,3.08,4.3,3.41
9934 成霖,202112,0.04,0.24,0.94,68.02,24.62,0.81,0.91,0.07
9935 慶豐富,202112,0.46,3.74,2.01,66.97,15.68,3.7,2.49,1.57
9937 全國,202112,2.62,15.16,6.68,58.06,12.1,3.88,4.79,3.79
9938 百和,202112,6.91,20.44,9.15,52.89,37.89,21.75,22.02,14.58
9939 宏全,202112,6.83,14.45,6.56,57.7,22.97,13.23,12.65,9.49
9940 信義,202112,3.19,19.57,7.69,61.83,26.21,16.67,17.18,12.61
9941 裕融,202112,12.96,22.51,2.47,89,54.67,21.32,21.98,16.77
9942 茂順,202112,6.49,17.37,11.85,33.68,35.45,20.48,20,14.11
9943 好樂迪,202112,0.63,1.63,1.26,34.59,46.16,-1.11,3.84,3.7
9944 新麗,202112,4.71,17.04,10.11,42.16,23.04,1.82,30.48,20.19
9945 潤泰新,202112,8.42,13.97,9.37,33.36,22.73,14.91,69.57,67.45
9946 三發地產,202112,0.68,3.4,1.81,57.24,24.4,12.87,12.54,12.95
9955 佳龍,202112,-0.95,-6.39,-3.04,47.86,0.69,-5.82,-6.63,-6.63
9958 世紀鋼,202112,5.46,16.03,7.29,62.48,21.54,17.6,19.24,15.4
1101 台泥,202203,0.2,0.37,0.29,47.94,9.08,0.9,5.1,3.73
1102 亞泥,202203,0.76,1.47,0.91,41.15,14.54,12.04,16.78,13.28
1103 嘉泥,202203,-0.12,-0.29,-0.11,35.14,2.99,-19.56,-10,-15.07
1104 環泥,202203,1.06,3.44,2.7,21.83,19.07,11.2,47.56,45.39
1108 幸福,202203,0.14,1.21,0.77,44.99,16.05,9.72,7.98,6.23
1109 信大,202203,0.26,1.1,0.95,12.12,17.04,10.32,11.88,8.9
1110 東泥,202203,0.05,0.32,0.28,21.27,11.52,3.87,6.45,6.23
1201 味全,202203,0.19,1.37,0.64,62.4,28.56,2.6,2.72,2.12
1203 味王,202203,0.59,3.64,2.45,32.77,33.87,18.93,20.93,15.26
1210 大成,202203,0.69,2.28,1.17,53.43,10.09,2.52,3.25,2.47
1213 大飲,202203,-0.47,-6.25,-2.2,62.94,-7.61,-25.25,-26.78,-26.51
1215 卜蜂,202203,1.22,3.54,1.41,62.58,12.83,6.09,5.37,4.29
1216 統一,202203,0.75,3.45,1.33,63.04,32.63,6.41,6.87,5.19
1217 愛之味,202203,0.1,0.73,0.55,46.05,30.06,5.73,6.01,4.85
1218 泰山,202203,0.29,2.05,1.34,38.91,15.38,3.74,6.09,5.44
1219 福壽,202203,0.63,4.23,2.19,49.01,12.58,5.42,5.74,4.58
1220 台榮,202203,0.19,1.62,1.32,16.83,12.15,5.17,6.17,5.16
1225 福懋油,202203,0.94,4.96,2.3,52.27,11.25,6.33,7,5.62
1227 佳格,202203,0.36,1.78,1.23,29.22,21.86,5.97,6.43,4.95
1229 聯華,202203,0.91,2.48,1.95,23.4,18.05,7.99,55.02,54.32
1231 聯華食,202203,1.09,4.7,2.4,49.85,23.98,10.92,10.91,8.71
1232 大統益,202203,2.98,9.36,6.84,24.96,14.68,10.3,10.68,8.55
1233 天仁,202203,0.19,1.18,0.81,34.3,57.56,2.83,4.74,3.85
1234 黑松,202203,0.31,0.69,0.56,18.98,21.67,1.02,7.33,6.13
1235 興泰,202203,0.24,0.63,0.55,18.38,-43.28,-122,700.96,700.79
1236 宏亞,202203,3.89,18.04,11.23,37.74,27.41,0.83,84.81,77.46
1256 鮮活果汁-KY,202203,1.31,1.27,1.06,16.94,26.58,8.54,8.89,5.87
1301 台塑,202203,2.6,3.99,3.01,24.35,24.71,18.77,27.78,23.34
1303 南亞,202203,1.9,3.69,2.44,34.22,19.17,13.19,19.65,15.94
1304 台聚,202203,0.5,1.29,0.9,31.51,18.3,9.76,5.78,4.27
1305 華夏,202203,0.78,4.13,2.93,28.21,14.15,4.56,10.63,9.4
1307 三芳,202203,0.27,1.42,0.79,49.15,13.72,1.09,5.42,4.18
1308 亞聚,202203,0.39,1.48,1.24,15.11,25.99,21.78,12.77,10.78
1309 台達化,202203,0.68,3.31,2.46,22.79,13.45,4.75,7.07,5.71
1310 台苯,202203,0.18,1.82,1.48,18.56,2.82,1.14,5.07,3.84
1312 國喬,202203,0.65,1.59,1.22,28.15,12.96,3.58,16.39,13.75
1313 聯成,202203,0.74,3.21,1.81,47.68,7.11,3.31,6.11,5.04
1314 中石化,202203,-0.09,-0.41,-0.19,40.63,0.52,-6.84,-4.44,-4.51
1315 達新,202203,0.84,0.7,0.63,10.55,17.01,3.63,15.36,13.22
1316 上曜,202203,-0.03,0.66,0.43,50.06,22.39,-3.46,10.79,10.14
1319 東陽,202203,0.51,1.33,0.92,35.95,19.75,5.3,7.7,5.98
1321 大洋,202203,-0.07,-0.22,-0.09,47.78,5.68,-3.24,-0.52,-0.82
1323 永裕,202203,0.64,3.14,1.53,54.05,22.02,9.91,11.05,8.63
1324 地球,202203,-0.03,-0.24,-0.19,22.09,15.1,-0.95,-0.04,-0.9
1325 恒大,202203,0.04,0.07,0.07,5.28,7.21,-0.96,2.16,1.52
1326 台化,202203,1.04,1.55,1.18,26.05,9.63,4.54,8.56,7.31
1337 再生-KY,202203,-0.36,-1.83,-1.77,2.6,-35.06,-74.78,-69.2,-69.2
1338 廣華-KY,202203,1.62,2.01,1.25,40.69,21.93,7,7.95,6.51
1339 昭輝,202203,1.54,3.1,2.2,32.08,21.77,5.45,28.77,21.48
1340 勝悅-KY,202203,-0.63,-1.91,-1.86,2.69,-60.39,-84.5,-77.42,-77.12
1341 富林-KY,202203,1.49,5.64,3.19,43.61,17.98,11.46,12.25,9.63
1342 八貫,202203,1.52,6.43,4.16,35.75,25.11,17.59,20.95,16.76
1402 遠東新,202203,0.55,1.49,0.71,57.25,21.21,6.73,7.86,6.42
1409 新纖,202203,0.54,2.44,0.62,75.92,21.8,11.12,11.77,9.27
1410 南染,202203,0.13,0.76,0.61,22.89,28.89,4.31,11.26,9.87
1413 宏洲,202203,0.34,3.89,1.68,58.98,8.48,4.49,5.12,5.12
1414 東和,202203,0.11,0.73,0.54,29,24.4,14.2,15.97,12.64
1416 廣豐,202203,-0.19,-1.01,-0.81,21.14,23.09,-26.9,-64.62,-65.48
1417 嘉裕,202203,0.04,0.34,0.25,33.42,39.58,0.12,2.29,2
1418 東華,202203,-0.5,-2.29,-0.55,68.05,-66.64,-378.21,-525.81,-525.81
1419 新紡,202203,4.77,13.13,8.72,29.88,25.02,2.15,207.88,190.28
1423 利華,202203,0.19,0.82,0.75,8.77,29.55,13.66,52.92,42.34
1432 大魯閣,202203,0.01,0.16,0.26,83.61,40.68,2.85,0.46,0.46
1434 福懋,202203,0.33,0.89,0.72,23.86,11.5,4.11,7.36,6.25
1435 中福,202203,0.9,9.53,8.44,11.07,94.57,-247.92,3597.16,3597.16
1436 華友聯,202203,-0.49,-1.57,-0.23,78.87,25.12,-704.04,-1014.79,-900.25
1437 勤益控,202203,0.41,1.23,0.79,43.86,65.9,57.61,53.17,46.22
1438 三地開發,202203,0.02,0.1,0.11,84.83,-133.33,-24500,7506.67,7506.67
1439 雋揚,202203,0.31,1.03,0.74,32.29,16.79,-0.41,33.91,34.03
1440 南紡,202203,0.46,2.75,1.58,45.36,20.58,10,16.94,13.26
1441 大東,202203,-0.03,-1.68,-0.33,66.44,6.29,-6.85,-3.46,-3.38
1442 名軒,202203,0,0.02,0.01,59.7,14.35,-1.46,4.44,0.72
1443 立益物流,202203,0.65,7.38,1.67,81.01,36.09,22.4,42.97,41.16
1444 力麗,202203,0.28,2.26,1.36,41.65,13.11,5.52,11.43,9.4
1445 大宇,202203,-0.01,-0.11,-0.09,20.16,8.37,-2.39,-0.47,-0.53
1446 宏和,202203,-0.02,-0.21,-0.05,65.41,9.01,-34.13,-10.14,-10.37
1447 力鵬,202203,0.13,1.06,0.62,46.22,4.26,0.87,2.22,1.78
1449 佳和,202203,0.08,0.59,0.4,76.8,10.45,-4.25,4.92,1.42
1451 年興,202203,0.94,2.48,2.03,19.11,10.01,3.74,11.07,9.41
1452 宏益,202203,0.39,1.79,1.61,8.04,18.97,13.1,13.84,9.93
1453 大將,202203,0.36,2.53,1.93,23.59,5.93,-6.95,31.05,28.4
1454 台富,202203,0.06,0.45,0.37,18.41,9.69,1.59,2.07,1.62
1455 集盛,202203,0.15,1.09,0.75,30.32,9.14,3.98,4.1,2.85
1456 怡華,202203,-0.43,-2.32,-0.04,76.11,27.83,7.15,-33.99,-34.07
1457 宜進,202203,4.31,23.09,10.53,52.81,14.59,6.47,176.92,167.47
1459 聯發,202203,0.27,2.45,1.42,46.7,8.61,0.32,14.93,14.42
1460 宏遠,202203,-0.55,-5.58,-2.48,53.78,18.75,3.57,-12.95,-14.19
1463 強盛新,202203,0.03,0.2,0.19,17.49,19.05,6.06,5.33,3.45
1464 得力,202203,0.3,2.26,0.81,70.78,12.79,-0.13,4.98,4.15
1465 偉全,202203,0.15,0.97,0.86,12.66,7.25,-6.13,13.59,12.02
1466 聚隆,202203,0.39,2.47,1.27,53.99,15.91,5.28,6.49,5.42
1467 南緯,202203,0,-0.08,0.19,61.68,20.38,1.41,1.72,-0.15
1468 昶和,202203,0.09,1.09,0.5,65.6,12.96,-2.15,5.53,4.17
1470 大統新創,202203,0.31,2.73,2.15,23.17,24.49,12.99,11.9,8.96
1471 首利,202203,0.05,0.66,0.57,16.23,1.22,-65.06,12.65,12.65
1472 三洋實業,202203,0.07,0.22,0.19,67.87,17.18,1.44,1.8,0.91
1473 台南,202203,0.77,3.59,2.12,43.6,16.21,4.35,5.7,4.85
1474 弘裕,202203,0.26,1.61,0.9,47.81,12.84,2.35,4.9,3.88
1475 業旺,202203,2.63,9.29,7.33,21.08,22.95,19.38,25.88,25.61
1476 儒鴻,202203,6.53,8.09,5.89,27.26,26.76,19.7,21.59,17.59
1477 聚陽,202203,3.69,6.81,4.07,45.46,26.06,13.97,14.19,11.23
1503 士電,202203,1.38,2.71,1.66,37.82,19.12,10.42,12.65,9.67
1504 東元,202203,0.17,0.51,0.38,34.49,21.9,8.28,5.76,3.27
1506 正道,202203,0.06,1.01,0.61,54.05,17.57,-0.55,3.99,3.92
1512 瑞利,202203,-0.19,-39.34,-2.29,94.02,-1.26,-34.44,-30.3,-30.3
1513 中興電,202203,1.2,4.72,1.64,69.1,27.03,15.67,15.52,12.05
1514 亞力,202203,0.57,3.56,1.64,55.17,19.5,8.26,10.21,8.76
1515 力山,202203,-0.28,-1.3,-0.45,59.32,5.19,-4.64,-3.94,-3.15
1516 川飛,202203,0.5,3.85,3,30.29,4.79,4.03,4.16,3.33
1517 利奇,202203,0.7,4.16,2.86,29.68,20.26,12.33,16.77,13.29
1519 華城,202203,-0.03,-0.35,-0.05,67.28,16.5,-2.7,-0.89,-0.87
1521 大億,202203,0.27,1.18,0.63,47.49,12.67,0.72,2.16,1.68
1522 堤維西,202203,0.88,3.56,1.32,65.83,20.25,4.66,8.32,6.49
1524 耿鼎,202203,0.35,2.57,1.16,58.34,19.11,7.72,13.25,10.67
1525 江申,202203,0.83,1.34,1.13,15.64,9.05,1.37,24.8,19.95
1526 日馳,202203,1.52,6.81,3.22,53.01,29.53,18.48,22.38,17.77
1527 鑽全,202203,1.49,4.74,3.96,16.05,25.99,17.5,22.03,17.63
1528 恩德,202203,0.09,0.84,0.5,55.55,28.46,-3.01,3.81,2.42
1529 樂事綠能,202203,0,0,0.1,37.68,37.11,13.05,1.45,0.07
1530 亞崴,202203,0.65,1.97,1.09,46.48,17.45,3.06,13.06,10.07
1531 高林股,202203,0.34,1.65,1.22,27.87,17.63,6.27,11.36,8.01
1532 勤美,202203,0.92,2.75,1.03,64.46,24.02,11.84,11.61,10.26
1533 車王電,202203,0.19,-0.13,0.05,60.94,28.15,-1.73,0.59,-0.51
1535 中宇,202203,0.87,3.24,1.62,47.45,10.07,4.28,6.19,5.13
1536 和大,202203,0.1,0.32,0.23,58.18,18.14,-3.29,2.19,1.79
1537 廣隆,202203,3.16,6.54,4.8,25.51,24.68,16.72,20.53,15.47
1538 正峰,202203,-1.16,-109.27,-9.91,92.44,19.08,-21.9,-49.72,-49.72
1539 巨庭,202203,1.5,7.05,2.64,61.49,10.58,6.93,15.06,11.94
1540 喬福,202203,0.39,2.52,2.18,12.19,30.65,17.31,39.72,31.76
1541 錩泰,202203,2.2,9.83,3.4,66.69,13.9,6.13,12.82,10.92
1558 伸興,202203,2.63,3.16,2.06,34.12,16.56,5.29,10.38,8.1
1560 中砂,202203,2.2,6.13,3.3,44.6,35.47,19.8,21.84,19.51
1568 倉佑,202203,0.44,2.99,1.48,52.11,19.03,6.92,10.91,9
1582 信錦,202203,0.25,0.46,0.31,49.6,13.27,1.86,2.3,1.03
1583 程泰,202203,1.09,2.27,1.21,48.25,22.26,6.37,14.49,10.88
1587 吉茂,202203,0.44,2.34,1.08,59.94,23.63,6.7,7.22,4.99
1589 永冠-KY,202203,-1.75,-2.2,-0.94,54.07,10.8,-6.53,-11.95,-10.83
1590 亞德客-KY,202203,8.39,4.77,3.57,26.48,43.14,27.82,33.66,25.78
1597 直得,202203,0.9,3.21,1.98,41.66,40.97,18.62,23.82,18.52
1598 岱宇,202203,-0.35,-1.03,-0.24,63.36,26.98,-4.69,-1.37,-1.94
1603 華電,202203,0.28,0.76,0.53,35.69,13.44,8.12,7.84,6.34
1604 聲寶,202203,0.5,2.23,1.53,30.63,19.08,7.87,9.96,8.2
1605 華新,202203,1.12,3.53,2.06,45.11,12.91,8.67,10.7,9.14
1608 華榮,202203,-0.21,-0.9,-0.56,34.65,8.24,6.65,-1.56,-2.9
1609 大亞,202203,0.36,2.41,1.02,65.74,9.69,4.98,5.24,4.21
1611 中電,202203,0.07,0.53,0.44,21.39,28.83,5.18,6.69,6.01
1612 宏泰,202203,0.36,1.44,1.28,11.74,13.72,9.83,9.38,6.85
1614 三洋電,202203,0.21,1,0.77,26.38,17.89,4.83,4.63,3.63
1615 大山,202203,0.78,4.25,2.94,32.61,12.67,8.47,13.14,10.51
1616 億泰,202203,0.04,0.53,0.35,52.82,8.13,3.6,1.42,0.98
1617 榮星,202203,0.2,1.36,0.82,42.54,9.19,1.68,3.79,2.89
1618 合機,202203,0.34,1.53,1.41,8.34,12.94,8.92,11.64,9.32
1626 艾美特-KY,202203,2.99,14.3,4.4,67.4,13.04,-9.53,27.29,22.58
1702 南僑,202203,0.75,1.91,0.91,59.7,28.77,6.83,7.5,4.82
1707 葡萄王,202203,1.59,3.4,2.58,22.7,79.64,20.55,21.82,17.61
1708 東鹼,202203,1.51,6.22,3.07,53.7,41.49,27.87,24.87,19.63
1709 和益,202203,0.68,4,2.8,30.26,20.64,11.72,14.15,11.09
1710 東聯,202203,-0.08,-1.63,-0.62,53.76,2.73,-2.09,-4.43,-3.98
1711 永光,202203,0.22,1.39,0.96,36.54,22.75,5.5,6.27,5.18
1712 興農,202203,1.13,6.45,2.98,56.52,27.47,8.63,10.08,7.88
1713 國化,202203,0.3,1.85,1.75,5.7,11.23,0.93,28.1,28.19
1714 和桐,202203,0.17,1.51,1.13,28.79,11.43,5.43,6.4,5.18
1717 長興,202203,0.72,3.48,1.54,57.77,22.21,8.66,9.2,7.21
1718 中纖,202203,-0.15,1.1,0.11,91.03,37.81,11.83,14.06,10.21
1720 生達,202203,0.97,3.5,2.35,34.56,41.92,16.59,23.29,18.86
1721 三晃,202203,0.14,1.09,0.69,42.44,9.37,2.29,3.51,3.22
1722 台肥,202203,0.79,1.47,0.96,35.65,7.01,-3.54,23.79,19.07
1723 中碳,202203,1.48,4.37,2.92,33.3,21.55,15.84,17.66,14.41
1725 元禎,202203,0.29,1.17,0.74,42.2,4.41,1.81,2.38,2.01
1726 永記,202203,1.35,2.32,1.94,15.38,23,10.12,11.29,8.86
1727 中華化,202203,0.37,2.6,1.53,41.76,16.94,7.69,7.61,6.6
1730 花仙子,202203,1.39,5.06,3.54,28.6,44.45,15,14.87,11.87
1731 美吾華,202203,0.37,2.44,1.88,23.71,66.41,18.96,18.91,14.64
1732 毛寶,202203,0.03,0.28,0.22,21.26,37.41,1.65,3.57,0.94
1733 五鼎,202203,0.46,2.56,1.78,29.04,25.35,7.61,11.18,8.71
1734 杏輝,202203,0.35,1.44,0.79,50.3,38.87,9.18,9.81,6.7
1735 日勝化,202203,-0.08,-0.55,-0.09,62.45,13.93,-2.3,-1.18,-1
1736 喬山,202203,0.27,0.95,0.35,73.3,41.72,-2.33,1.34,1.21
1737 臺鹽,202203,0.64,2,1.57,21.6,35.49,14.25,17.87,14.27
1752 南光,202203,0.41,1.81,1.23,32.8,31.94,8.57,13.17,10.92
1760 寶齡富錦,202203,0.46,2.09,1.4,37.61,51.72,10.38,14.5,8.7
1762 中化生,202203,1.65,4.35,2.89,35.04,49.6,27.73,31.49,24.13
1773 勝一,202203,2.4,6.82,4.26,37.37,29.79,18.7,19.67,15.78
1776 展宇,202203,0.26,1.51,1,37.81,15.54,3.53,5.58,4.3
1783 和康生,202203,0.27,1.78,1.62,8.54,53.39,10.66,20.79,16.67
1786 科妍,202203,0.41,1.84,1.33,25.27,59.55,16.16,24.58,26.87
1789 神隆,202203,0.1,0.73,0.67,10.9,40.32,11.98,13.09,10.47
1795 美時,202203,1.72,3.94,2.26,51.69,43.36,19.72,18.62,14.11
1802 台玻,202203,0.39,1.98,1.24,40.36,20.71,8.43,12.14,10.42
1805 寶徠,202203,-0.21,-3.43,-1.19,54.31,4.21,-7.31,-8.97,-10.69
1806 冠軍,202203,-0.03,-0.17,-0.01,30.62,25.3,5.76,0.88,-1.46
1808 潤隆,202203,0.11,0.66,0.17,85.47,28.04,11.67,8.12,6.83
1809 中釉,202203,0.1,0.22,0.22,22.75,18.45,-1.91,0.96,1.23
1810 和成,202203,0.26,1.29,0.92,34.05,26.78,3.71,9.92,7.54
1817 凱撒衛,202203,0.78,3.09,2.15,29.73,34.49,11.74,12.34,9.79
1903 士紙,202203,-0.11,-0.35,-0.19,36.13,49.33,-51.7,-58.72,-58.72
1904 正隆,202203,0.67,2.7,1.22,59.49,19.57,7,8.59,6.66
1905 華紙,202203,-0.05,-0.29,-0.1,48.4,8.21,-2.66,-0.93,-0.93
1906 寶隆,202203,0.26,0.6,0.48,27.69,9.59,1.02,4.19,3.5
1907 永豐餘,202203,0.15,0.6,0.37,52.01,14.84,2.18,3.12,2.03
1909 榮成,202203,0.01,0.03,0.39,66.54,8.76,0.55,0.55,0.06
2002 中鋼,202203,0.7,2.96,1.73,42.75,14.56,11.7,12.59,10.16
2006 東和鋼鐵,202203,1.76,4.59,2.38,52.42,13.66,9.64,10.5,8.48
2007 燁興,202203,-0.08,-0.54,-0.14,41.94,6.19,3.5,-1.8,-2.16
2008 高興昌,202203,0.01,0.1,0.2,60,10.78,3.22,0.64,0.64
2009 第一銅,202203,0.02,0.14,0.13,21.95,4.87,3,1.14,1.14
2010 春源,202203,0.29,1.62,0.89,50.69,6.25,3.15,3.8,2.97
2012 春雨,202203,0.57,3.86,1.57,63.99,15.23,7.9,7.61,6.01
2013 中鋼構,202203,0.55,2.07,0.81,62.83,4,2.31,2.93,2.42
2014 中鴻,202203,0.35,2.17,1.36,37.86,5.03,3.64,4.07,4.04
2015 豐興,202203,1.51,4.15,3.22,27.14,13.03,10.68,11.53,8.82
2017 官田鋼,202203,0.13,0.79,0.56,44.22,14.83,5.48,5.14,4.9
2020 美亞,202203,0.81,4.83,2.35,52.67,6.34,5.98,11,11.18
2022 聚亨,202203,0.08,1.53,1.22,29.17,9.43,4.09,4.43,4.17
2023 燁輝,202203,0.6,3.34,1.5,64,12.94,5.12,6.01,4.86
2024 志聯,202203,0.28,2.19,1.4,40.8,14.83,9.17,9.57,7.63
2025 千興,202203,1.3,41.67,19.08,44.64,3.59,1.87,68.49,68.49
2027 大成鋼,202203,2.24,8.67,4.54,49.64,33.5,24,21.7,16.71
2028 威致,202203,0.92,6.19,3.5,44.29,11.71,10.4,10.23,8.19
2029 盛餘,202203,0.78,2.6,2.15,20.56,12.99,6.89,7.59,6.02
2030 彰源,202203,1.25,6.73,2.57,62.45,17.01,10.11,10.19,7.86
2031 新光鋼,202203,0.73,1.96,0.98,55.39,8.76,6.27,6.73,5.01
2032 新鋼,202203,0.41,3.02,2.41,22.35,8.59,5.64,6.35,5.14
2033 佳大,202203,0.01,0.09,0.12,22.2,8.26,0.84,0.51,0.4
2034 允強,202203,0.95,4.48,2.33,47.89,18.89,10.42,13.52,10.33
2038 海光,202203,0.45,1.95,0.92,57.1,4.84,3.07,3.69,2.86
2049 上銀,202203,4.01,4.39,2.64,42.41,36.63,20.6,23.22,17.63
2059 川湖,202203,9.55,6.97,5.68,19.03,53.87,44.64,66.05,52.79
2062 橋椿,202203,0.69,1.87,0.98,50.63,15.27,6.64,6.52,5.41
2069 運錩,202203,0.43,1.62,0.92,58.27,9.32,3.13,2.73,1.88
2101 南港,202203,-0.35,-2.62,-0.74,69.34,9.73,-14.88,-16.64,-16.28
2102 泰豐,202203,-0.37,-3.2,-1.35,54.81,-4.88,-52.73,-47.51,-47.5
2103 台橡,202203,0.79,4.02,2.42,43.71,21.52,11.61,12.8,9.22
2104 國際中橡,202203,0.22,0.71,0.55,39.8,14.36,6.81,8.38,4.88
2105 正新,202203,0.42,1.65,0.98,43.21,20.81,6.78,7.47,5.55
2106 建大,202203,0.21,1,0.5,61.99,16.29,2.21,2.84,1.98
2107 厚生,202203,0.48,1.35,1.24,8.32,28.91,20.83,29.72,28.1
2108 南帝,202203,1.17,3.96,2.95,31.86,30.58,17.01,22.98,17.55
2109 華豐,202203,0.36,3.07,1.78,45.08,20.15,11.3,12.98,9.76
2114 鑫永銓,202203,1.5,3.65,3.16,12.09,44.28,28.9,29.89,25.74
2115 六暉-KY,202203,0.49,1.6,0.99,40.69,22.56,11.19,9.97,6.13
2201 裕隆,202203,2.12,4.18,0.95,77.62,34.38,12.89,19.1,15.99
2204 中華,202203,2.41,2.89,2.48,13.54,17.06,7.7,21.57,18.87
2206 三陽工業,202203,1.25,6.02,2.29,62.81,19.2,7.43,10.75,9.48
2207 和泰車,202203,7.86,5.69,1.59,75.59,18.34,11.8,10.91,8.64
2208 台船,202203,-0.21,-1.53,-0.41,70.38,-2.1,-4.41,-3.66,-3.62
2211 長榮鋼,202203,0.82,1.56,1.21,21.63,19.2,15.13,15.41,12.34
2227 裕日車,202203,2.7,4.09,3.17,22.7,12.11,1.52,13.06,10.41
2228 劍麟,202203,0.92,1.8,1.28,30.6,20.7,6,9.12,6.49
2231 為升,202203,1.45,2.96,1.55,48.77,40.55,9.93,16.75,14.28
2233 宇隆,202203,3,5.46,3.56,34.87,32.66,18.17,24.68,19.83
2236 百達-KY,202203,0.15,0.52,0.38,44.32,25.72,2.17,3.67,1.9
2239 英利-KY,202203,-0.51,-0.32,-0.04,51.72,10.03,-1.31,-0.92,-1.01
2241 艾姆勒,202203,-0.4,-2.2,-1.08,48.35,7.5,-22.27,-12.7,-14.54
2243 宏旭-KY,202203,0.08,0.71,0.4,87.98,21.08,8.12,2.18,1.25
2247 汎德永業,202203,3.98,2.7,1.64,40.93,12.8,4.17,4.17,3.34
2250 IKKA-KY,202203,1.42,3.55,1.67,52.71,18.52,4.84,7.89,6.32
2301 光寶科,202203,0.92,2.91,1.17,61.18,17.14,7.23,6.44,5.12
2302 麗正,202203,0.21,2,1.65,19.64,34.43,14.9,19.63,18.01
2303 聯電,202203,1.61,6.88,4.32,37.4,43.37,35.21,37.29,31.64
2305 全友,202203,0.06,0.59,0.49,22.86,27.46,-25.5,13.55,11.54
2308 台達電,202203,2.33,3.54,1.86,46.59,27.28,9.05,10.35,8.28
2312 金寶,202203,0.23,1.51,0.5,77.14,5.24,0.3,1.46,1.01
2313 華通,202203,1.58,5.78,2.67,55.82,20.4,13.68,14.83,10.75
2314 台揚,202203,-0.61,-6.49,-2.01,65.37,11.79,-14.51,-14.22,-15.12
2316 楠梓電,202203,0.89,2.05,1.2,43.75,5.85,-1.89,14.22,11.23
2317 鴻海,202203,2.12,1.87,0.86,59.29,6.02,2.61,2.62,2.1
2321 東訊,202203,0.05,1.62,0.6,76.09,23.39,2.36,3.48,2.78
2323 中環,202203,-0.12,-0.77,-0.55,23.31,17.96,-4.55,-6.41,-6.92
2324 仁寶,202203,0.5,2.01,0.5,77.86,3.65,1.05,1.13,0.9
